id	source	locale	speaker	address	moment	function	knowledge_chronology	status	text
TXT-00627	scripts\core\localization_manager.gd:95	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	MOVE LEFT
TXT-00628	scripts\core\localization_manager.gd:96	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	MOVE RIGHT
TXT-00629	scripts\core\localization_manager.gd:102	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	VER. %s  //  PC  //  %dx%d  //  %d Hz PHYSICS
TXT-00630	scripts\core\localization_manager.gd:103	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SETTINGS  //  RUNTIME
TXT-00631	scripts\core\localization_manager.gd:105	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Switch shell and UI text.
TXT-00632	scripts\core\localization_manager.gd:106	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	MASTER VOLUME
TXT-00633	scripts\core\localization_manager.gd:107	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	TEXT SPEED  //  CHARS/S
TXT-00634	scripts\core\localization_manager.gd:108	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	TEXT SCALE
TXT-00635	scripts\core\localization_manager.gd:109	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	FULLSCREEN MODE
TXT-00636	scripts\core\localization_manager.gd:110	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	REDUCED MOTION
TXT-00637	scripts\core\localization_manager.gd:111	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Damps fluorescent flicker, anchor field breathing, camera shake and micro-particles. Nothing leaves the world.
TXT-00638	scripts\core\localization_manager.gd:112	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	CONTROLS  //  REMAP
TXT-00639	scripts\core\localization_manager.gd:113	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Changes save immediately. Dialogue remains in its source language.
TXT-00640	scripts\core\localization_manager.gd:114	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	CONTROLS  //  ACTION REMAP
TXT-00641	scripts\core\localization_manager.gd:115	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Choose an action, then press a key or controller button.
TXT-00642	scripts\core\localization_manager.gd:116	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	PRESS A KEY OR CONTROLLER BUTTON FOR: %s\nESC / B = CANCEL
TXT-00643	scripts\core\localization_manager.gd:117	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	WAITING…
TXT-00644	scripts\core\localization_manager.gd:118	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SAVED: %s
TXT-00645	scripts\core\localization_manager.gd:119	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	CONFLICT: %s ALREADY USES THIS INPUT
TXT-00646	scripts\core\localization_manager.gd:120	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	KEY OR CONTROLLER BUTTONS ONLY
TXT-00647	scripts\core\localization_manager.gd:121	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	DEFAULT MAPPINGS
TXT-00648	scripts\core\localization_manager.gd:122	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	DEFAULT MAPPINGS RESTORED
TXT-00649	scripts\core\localization_manager.gd:124	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	CAMPAIGN  //  PAUSE
TXT-00650	scripts\core\localization_manager.gd:128	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	TEST MODE: %s
TXT-00651	scripts\core\localization_manager.gd:129	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	RESET SAVE
TXT-00652	scripts\core\localization_manager.gd:130	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	DISCOVERED: %d/43   |   TEST MODE: %s
TXT-00653	scripts\core\localization_manager.gd:131	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	PAUSE: BACK  //  INTERACT: SELECT
TXT-00654	scripts\core\localization_manager.gd:132	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Space %s
TXT-00655	scripts\core\localization_manager.gd:133	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	INTERACT  >
TXT-00656	scripts\core\localization_manager.gd:134	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	WITNESS CHANNEL  //  SAVE ACTIVE
TXT-00657	scripts\core\localization_manager.gd:135	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SAVE ACTIVE
TXT-00658	scripts\core\localization_manager.gd:136	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SAVE RELOADED
TXT-00659	scripts\core\localization_manager.gd:137	pl_or_en	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SAVE RESET
TXT-00660	scripts\core\motion_accessibility.gd:20	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	trwaly miedzy scenami
TXT-00661	scripts\environment\ladder_zone.gd:10	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Drabina techniczna IKP
TXT-00662	scripts\environment\threshold_binder.gd:167	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	station_%s
TXT-00663	scripts\interactables\anchorable_object.gd:26	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Anchorable Object
TXT-00664	scripts\interactables\memory_resonance_point.gd:230	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Sterownia IKP
TXT-00665	scripts\interactables\memory_resonance_point.gd:2645	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	WOLSKA, L.
TXT-00666	scripts\interactables\memory_resonance_point.gd:2645	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	URLOP PRZERWANY
TXT-00667	scripts\interactables\memory_resonance_point.gd:2652	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	URLOP PRZERWANY
TXT-00668	scripts\interactables\memory_resonance_point.gd:2789	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	CAM 04 [REC]
TXT-00669	scripts\interactables\memory_resonance_point.gd:2802	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	UCP // PROTOKÓŁ ZGŁASZANIA
TXT-00670	scripts\interactables\memory_resonance_point.gd:2852	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	PAMIĘĆ WSPÓLNA TO SPOKÓJ
TXT-00671	scripts\interactables\memory_resonance_point.gd:2944	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	LINIA 4 // ROZKŁAD
TXT-00672	scripts\interactables\memory_resonance_point.gd:2953	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	TRASA ZAWIESZONA / AUTOBUS ZASTĘPCZY
TXT-00673	scripts\interactables\memory_resonance_point.gd:3055	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	LINIA ZASTĘPCZA 4
TXT-00674	scripts\interactables\memory_resonance_point.gd:3087	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	BLOK 7 / OS. TARASOWE
TXT-00675	scripts\interactables\memory_resonance_point.gd:3540	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	NIE SZUKAJ ORYGINAŁU
TXT-00676	scripts\interactables\memory_resonance_point.gd:3550	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	NIE SZUKAJ
TXT-00677	scripts\interactables\memory_resonance_point.gd:3587	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	ORYGINAŁU
TXT-00678	scripts\interactables\memory_resonance_point.gd:3670	und	MARTA	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Zostaw drzwi w odbiciu
TXT-00679	scripts\interactables\memory_resonance_point.gd:3877	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	WĘZEŁ 14 - KONTROLA CIĄGŁOŚCI
TXT-00680	scripts\interactables\memory_resonance_point.gd:4210	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	DZIAŁ ZGODNOŚCI UCP
TXT-00681	scripts\interactables\memory_resonance_point.gd:4253	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	PAMIĘĆ TO NIE POMIAR
TXT-00682	scripts\interactables\memory_resonance_point.gd:4267	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	PAMIĘĆ TO NIE POMIAR
TXT-00683	scripts\interactables\memory_resonance_point.gd:4274	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	ZGŁOŚ ROZBIEŻNOŚĆ W PUNKCIE 6
TXT-00684	scripts\interactables\memory_resonance_point.gd:4319	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	PUNKT 6 ->
TXT-00685	scripts\interactables\memory_resonance_point.gd:4637	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	cyjan zatrzymuje jedną krawędź; reszta kadru lekko ciągnie ku niej
TXT-00686	scripts\interactables\memory_resonance_point.gd:5425	und	WIERZBICKA	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	GABINET KONSULTACYJNY 06 / DR H. WIERZBICKA
TXT-00687	scripts\interactables\memory_resonance_point.gd:5626	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SALA MODELI
TXT-00688	scripts\interactables\memory_resonance_point.gd:5707	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SCHEMAT 4-A / ULICA / 140 OSÓB
TXT-00689	scripts\interactables\memory_resonance_point.gd:5719	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SCHEMAT 4-A
TXT-00690	scripts\interactables\memory_resonance_point.gd:5751	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SCHEMAT 4-B / ŚCIANA NOŚNA / 17 ŚWIADKÓW
TXT-00691	scripts\interactables\memory_resonance_point.gd:5763	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SCHEMAT 4-B
TXT-00692	scripts\interactables\memory_resonance_point.gd:5856	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SALA SZYMONA / 20
TXT-00693	scripts\interactables\memory_resonance_point.gd:5978	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	RAPORT UJĘCIA WODY
TXT-00694	scripts\interactables\memory_resonance_point.gd:5979	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	STATUS: NAPRAWIONE
TXT-00695	scripts\interactables\memory_resonance_point.gd:6009	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	I g a
TXT-00696	scripts\interactables\memory_resonance_point.gd:6048	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SALA SZYMONA / 20
TXT-00697	scripts\interactables\memory_resonance_point.gd:6126	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	STABILNOŚĆ: 99.8%
TXT-00698	scripts\interactables\memory_resonance_point.gd:6142	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SKORZYSTANO Z RAPORTU HYDROLOGICZNEGO / AUTOR: ANONIMOWY
TXT-00699	scripts\interactables\memory_resonance_point.gd:6164	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	STATUS: SPÓJNY
TXT-00700	scripts\interactables\memory_resonance_point.gd:6225	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	STREFA TRANZYTOWA / 22
TXT-00701	scripts\interactables\memory_resonance_point.gd:6259	und	LENA	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	LENA W. / 17-D
TXT-00702	scripts\interactables\memory_resonance_point.gd:6296	pl	MARTA	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	KONTAKT ALARMOWY: MARTA KUREK / STATUS: ZWERYFIKOWANA WIĘŹ
TXT-00703	scripts\interactables\memory_resonance_point.gd:6313	und	MARTA	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	MARTA KUREK / KONTAKT
TXT-00704	scripts\interactables\memory_resonance_point.gd:6315	und	MARTA	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	KONTAKT: MARTA K.
TXT-00705	scripts\interactables\memory_resonance_point.gd:6316	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	STATUS: ZGŁOSZENIE
TXT-00706	scripts\interactables\memory_resonance_point.gd:6317	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	AUTORYZACJA: ZGODNA
TXT-00707	scripts\interactables\memory_resonance_point.gd:6441	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	23 / PROJEKTANTKA — ARCHIWUM
TXT-00708	scripts\interactables\memory_resonance_point.gd:6533	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	JEŚLI TO CZYTASZ, ZGODZIŁAM SIĘ NA TWOJE RYZYKO
TXT-00709	scripts\interactables\memory_resonance_point.gd:6567	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	OSOBY OBCIĄŻONE: 11 / W TOKU
TXT-00710	scripts\interactables\memory_resonance_point.gd:6589	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	POLECENIE: NADPISZ WZORZEC
TXT-00711	scripts\interactables\memory_resonance_point.gd:6592	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	OSOBY OBCIĄŻONE
TXT-00712	scripts\interactables\memory_resonance_point.gd:6639	und	MARTA	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	24 / OBSERWACJA — MARTA
TXT-00713	scripts\interactables\memory_resonance_point.gd:6689	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	CAM-14: MIESZKANIE 14 / LIVE
TXT-00714	scripts\interactables\memory_resonance_point.gd:6738	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	KOREKTA M14 / 84% NAPRĘŻENIE
TXT-00715	scripts\interactables\memory_resonance_point.gd:6782	und	WIERZBICKA	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	UCP-P6 / WIERZBICKA_H
TXT-00716	scripts\interactables\memory_resonance_point.gd:6798	und	LENA	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	DYSPOZYCJA WZORCA: LENA WOLSKA
TXT-00717	scripts\interactables\memory_resonance_point.gd:6850	pl	JAKUB	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	25 / TRANZYT — WEJŚCIE JAKUBA
TXT-00718	scripts\interactables\memory_resonance_point.gd:6875	pl	JAKUB	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Jakub siada na podłodze. Nie patrzy na Lenę.
TXT-00719	scripts\interactables\memory_resonance_point.gd:6988	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	SZKŁO / LINIA 4 / ŻEBRO LEWE
TXT-00720	scripts\interactables\memory_resonance_point.gd:7009	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	ANALIZA GESTU DŁONI
TXT-00721	scripts\interactables\memory_resonance_point.gd:7055	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	26 / STREFA IZOLACJI — PRÓBA ZAMKNIĘCIA
TXT-00722	scripts\interactables\memory_resonance_point.gd:7094	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	IZOLACJA ADAPTACYJNA
TXT-00723	scripts\interactables\memory_resonance_point.gd:7145	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	PAMIĘTAM DLACZEGO PRZYSZŁAM
TXT-00724	scripts\interactables\memory_resonance_point.gd:7212	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	27 / PRZEJŚCIE SERWISOWE — DŁUG WDZIĘCZNOŚCI
TXT-00725	scripts\interactables\memory_resonance_point.gd:7291	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	STATUS: OCALONY / 12 LAT
TXT-00726	scripts\interactables\memory_resonance_point.gd:7385	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	28 / SKŁAD TECHNICZNY — TRAMWAJ BEZ PASAŻERÓW
TXT-00727	scripts\interactables\memory_resonance_point.gd:7425	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	LINIA 4 / TRANZYT
TXT-00728	scripts\interactables\memory_resonance_point.gd:7493	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Ś W I A D E K
TXT-00729	scripts\interactables\memory_resonance_point.gd:7543	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	29 / PERON TRZYNASTY — PODSTRUKTURA
TXT-00730	scripts\interactables\memory_resonance_point.gd:7590	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	PERON 13
TXT-00731	scripts\interactables\memory_resonance_point.gd:7603	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	P E R O N   1 3
TXT-00732	scripts\interactables\memory_resonance_point.gd:7730	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	30 / SEKTOR ZASILANIA — ROZDZIELNIA GŁÓWNA
TXT-00733	scripts\interactables\memory_resonance_point.gd:7905	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	31 / MAGAZYN DOWODÓW — JEDENAŚCIE KRZESEŁ
TXT-00734	scripts\interactables\memory_resonance_point.gd:8054	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	WYBRANO WARIANT, NIE CZŁOWIEKA
TXT-00735	scripts\interactables\memory_resonance_point.gd:8081	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	32 / ŚLAD W SZKLE — KORYTARZ LUSTER
TXT-00736	scripts\interactables\memory_resonance_point.gd:8215	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	ŚLAD PAMIĘTA KSZTAŁT
TXT-00737	scripts\interactables\memory_resonance_point.gd:8240	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	33 / SZYB TECHNICZNY — MASZYNOWNIA GŁÓWNA
TXT-00738	scripts\interactables\memory_resonance_point.gd:8316	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	4.2 BAR
TXT-00739	scripts\interactables\memory_resonance_point.gd:8433	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	34 / MASZYNOWNIA GŁÓWNA — RDZEŃ WYMIANY
TXT-00740	scripts\interactables\memory_resonance_point.gd:8488	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	RDZEŃ WYMIANY UCP
TXT-00741	scripts\interactables\memory_resonance_point.gd:10062	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	LINIA 4 / DWIE TRASY
TXT-00742	scripts\interactables\memory_resonance_point.gd:10080	pl	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	UCP / KOMUNIKAT BIEŻĄCY
TXT-00743	scripts\interactables\movable_anchorable_prop.gd:39	und	SYSTEM_OR_UNLABELED	-	source-defined	visible-or-localized-string-candidate	campaign-ordered	PASS	Lab Crate
TXT-00744	scripts\levels\station_01.gd:266	und	LENA	01	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Mocowanie jest czyste. Zapis dalej gubi trzy sekundy.
TXT-00745	scripts\levels\station_01.gd:287	pl	LENA	01	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Biorę surową próbkę. Raport może poczekać.
TXT-00746	scripts\levels\station_01.gd:310	pl	LENA	01	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Nie robię drugiej próby. Pakuję czytnik i wychodzę do Marty.
TXT-00747	scripts\levels\station_01.gd:326	pl	MARTA	01	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Miałyśmy zacząć o wpół do dziewiątej. Napisz tylko, czy jedziesz.
TXT-00748	scripts\levels\station_01.gd:327	pl	LENA	01	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Jadę. Powtórzyłam pomiar i zabrałam próbkę. Będę później.
TXT-00749	scripts\levels\station_01.gd:331	pl	MARTA	01	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Miałyśmy zacząć o wpół do dziewiątej. Herbata jeszcze jest gorąca.
TXT-00750	scripts\levels\station_01.gd:332	pl	LENA	01	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Spakowałam sprzęt. Jadę zgodnie z obietnicą.
TXT-00751	scripts\levels\station_01.gd:361	pl	SYSTEM_OR_UNLABELED	01	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Zostawię surowy odczyt, jutro będę tu wracać z raportem. Zbieram torbę.
TXT-00752	scripts\levels\station_01.gd:361	und	SYSTEM_OR_UNLABELED	01	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	I will leave the raw reading; I will return here tomorrow with the report. Packing the bag.
TXT-00753	scripts\levels\station_02.gd:84	pl	LENA	02	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Przewód jest naprawdę wymieniany. Nasyp doda mi dwanaście minut.
TXT-00754	scripts\levels\station_02.gd:100	pl	MARTA	02	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Dwanaście minut. Marta będzie czekała dłużej, niż obiecałam.
TXT-00755	scripts\levels\station_03.gd:92	pl	LENA	03	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Linia 4 za trzy minuty. Zdążę tylko, jeśli przestanę pracować.
TXT-00756	scripts\levels\station_03.gd:113	pl	MARTA	03	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Miałaś wrócić wcześniej. Napisz tylko, czy jedziesz.
TXT-00757	scripts\levels\station_03.gd:114	pl	LENA	03	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Jadę. Będę później o dwanaście minut.
TXT-00758	scripts\levels\station_03.gd:118	pl	MARTA	03	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Widzę zamknięcie na trasie. Jedź spokojnie, herbata czeka.
TXT-00759	scripts\levels\station_03.gd:119	pl	LENA	03	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Jadę. Tym razem wyszłam z pracy wtedy, kiedy obiecałam.
TXT-00760	scripts\levels\station_04.gd:97	pl	LENA	04	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Ten sam brak. Wagon jedzie, a bufor znów traci trzy sekundy.
TXT-00761	scripts\levels\station_04.gd:97	pl	LENA	04	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Czytnik jest spakowany. Luka została bez drugiego pomiaru — tak wybrałam.
TXT-00762	scripts\levels\station_04.gd:114	pl	LENA	04	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Pomnik Linii 4. Nie patrzę na niego od dziewięciu lat.
TXT-00763	scripts\levels\station_04.gd:131	pl	MARTA	04	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Marta czeka. Czytnik odkładam do domu.
TXT-00764	scripts\levels\station_05.gd:82	pl	LENA	05	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Moja ulica. Za rogiem Sadowa i dom. Wszystko wygląda tak samo jak rano.
TXT-00765	scripts\levels\station_05.gd:99	pl	LENA	05	source-defined	visible-or-localized-string-candidate	pre-mechanic-reveal	PASS	Surowa próbka drgań jest w torbie. Sprawdzę cały raport jutro z Martą.
