generator	source	arguments	player_or_bus	category	peak	dc_offset	loop_seam	alternative_channel	status
create_cost_dossier_matrix_sound	scripts/audio/procedural_audio.gd:3460		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_station40_final_chamber_gate_sound	scripts/audio/procedural_audio.gd:3477		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_operation_return_execution_sound	scripts/audio/procedural_audio.gd:3491		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_operation_reconciliation_execution_sound	scripts/audio/procedural_audio.gd:3508		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_operation_testimony_execution_sound	scripts/audio/procedural_audio.gd:3525		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_operation_console_engage_sound	scripts/audio/procedural_audio.gd:3542		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_station41_act4_resolution_gate_sound	scripts/audio/procedural_audio.gd:3558		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_epilogue_radio_announcement_sound	scripts/audio/procedural_audio.gd:3573		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_epilogue_cup_clink_sound	scripts/audio/procedural_audio.gd:3588		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_epilogue_tram_switch_latch_sound	scripts/audio/procedural_audio.gd:3604		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_epilogue_credits_drone_sound	scripts/audio/procedural_audio.gd:3618		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_epilogue_final_carrier_sound	scripts/audio/procedural_audio.gd:3633		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_magnetic_resonance_hum_sound	scripts/audio/procedural_audio.gd:3646		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_barkhausen_noise_sound	scripts/audio/procedural_audio.gd:3663		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_llg_precession_whistle_sound	scripts/audio/procedural_audio.gd:3678		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_ferrimagnetic_switch_sound	scripts/audio/procedural_audio.gd:3694		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_onsager_thermoelectric_whistle_sound	scripts/audio/procedural_audio.gd:3709		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_entropy_production_pulse_sound	scripts/audio/procedural_audio.gd:3726		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_prigogine_relaxation_snap_sound	scripts/audio/procedural_audio.gd:3743		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_thermal_fluctuation_noise_sound	scripts/audio/procedural_audio.gd:3758		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_quantum_vacuum_whistle_sound	scripts/audio/procedural_audio.gd:3774		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_casimir_cavity_hiss_sound	scripts/audio/procedural_audio.gd:3791		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_negative_energy_pulse_sound	scripts/audio/procedural_audio.gd:3807		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_lifshitz_retarded_snap_sound	scripts/audio/procedural_audio.gd:3823		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_cooling_chamber_drone_sound	scripts/audio/procedural_audio.gd:3839		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_high_voltage_hum_sound	scripts/audio/procedural_audio.gd:3855		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_hydraulic_echo_sound	scripts/audio/procedural_audio.gd:3871		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_substructure_ambient_sound	scripts/audio/procedural_audio.gd:3907		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_finale_42a_forced_return_sound	scripts/audio/procedural_audio.gd:3922		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_finale_42b_closure_sound	scripts/audio/procedural_audio.gd:3939		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_finale_42c_reciprocal_passage_sound	scripts/audio/procedural_audio.gd:3955		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_unease_tinnitus_sound	scripts/audio/procedural_audio.gd:3975		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_residential_ambience_sound	scripts/audio/procedural_audio.gd:3989		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_terminal_hum_sound	scripts/audio/procedural_audio.gd:4003		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_tunnel_rumble_sound	scripts/audio/procedural_audio.gd:4017		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_dawn_quietude_sound	scripts/audio/procedural_audio.gd:4031		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_footstep_terrazzo_sound	scripts/audio/procedural_audio.gd:4052		mapped by source-reference scan; Master bus	foley	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_footstep_wet_asphalt_sound	scripts/audio/procedural_audio.gd:4065		mapped by source-reference scan; Master bus	foley	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_footstep_steel_grating_sound	scripts/audio/procedural_audio.gd:4081		mapped by source-reference scan; Master bus	foley	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_footstep_hollow_deck_sound	scripts/audio/procedural_audio.gd:4094		mapped by source-reference scan; Master bus	foley	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_surface_land_sound	scripts/audio/procedural_audio.gd:4107	surface_type: int	mapped by source-reference scan; Master bus	foley	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_dialogue_lena_blip_sound	scripts/audio/procedural_audio.gd:4129		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_dialogue_wierzbicka_blip_sound	scripts/audio/procedural_audio.gd:4142		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_dialogue_system_blip_sound	scripts/audio/procedural_audio.gd:4158		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_dialogue_blip_for_speaker	scripts/audio/procedural_audio.gd:4173	speaker: Variant	mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_act1_fluorescent_ballast_hum_sound	scripts/audio/procedural_audio.gd:4190		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_act1_rain_ambience_sound	scripts/audio/procedural_audio.gd:4206		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_bakelite_telephone_ring_sound	scripts/audio/procedural_audio.gd:4220		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_institutional_hvac_ambient_sound	scripts/audio/procedural_audio.gd:4234		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_linoleum_corridor_resonance_sound	scripts/audio/procedural_audio.gd:4248		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_teletype_relay_ambience_sound	scripts/audio/procedural_audio.gd:4263		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_magnetic_latch_sterile_sound	scripts/audio/procedural_audio.gd:4279		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_transformer_infrasound_sound	scripts/audio/procedural_audio.gd:4292		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_shaft_water_drip_echo_sound	scripts/audio/procedural_audio.gd:4307		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_tempered_glass_resonance_sound	scripts/audio/procedural_audio.gd:4328		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_riveted_catwalk_creak_sound	scripts/audio/procedural_audio.gd:4344		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_correction_tension_swell_sound	scripts/audio/procedural_audio.gd:4358		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_tri_path_resonance_sound	scripts/audio/procedural_audio.gd:4373		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_anchor_grip_sound	scripts/audio/procedural_audio.gd:4404		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_anchor_sustain_tone_sound	scripts/audio/procedural_audio.gd:4418		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_anchor_release_sound	scripts/audio/procedural_audio.gd:4431		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_yield_collapse_sound	scripts/audio/procedural_audio.gd:4445		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_prop_drag_scrape_sound	scripts/audio/procedural_audio.gd:4460		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_contact_tap_sound	scripts/audio/procedural_audio.gd:4473		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_switch_detent_sound	scripts/audio/procedural_audio.gd:4485		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_probe_brush_sound	scripts/audio/procedural_audio.gd:4502		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_outdoor_viaduct_wind_sound	scripts/audio/procedural_audio.gd:4516		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_outdoor_perimeter_wind_sound	scripts/audio/procedural_audio.gd:4531		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_subterranean_substation_resonance_sound	scripts/audio/procedural_audio.gd:4546		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_signal_vault_resonance_sound	scripts/audio/procedural_audio.gd:4562		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_analyzer_cooling_conduit_drone_sound	scripts/audio/procedural_audio.gd:4577		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_archive_ledger_resonance_sound	scripts/audio/procedural_audio.gd:4592		mapped by source-reference scan; Master bus	ambience	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
create_dawn_river_ambience_sound	scripts/audio/procedural_audio.gd:4607		mapped by source-reference scan; Master bus	interaction	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	measured by tools/pkg_0182_evidence.gd when callable without required args	critical state also represented visually/textually by contract	PASS
